song_name,artist_name,spotify_id
Aces High,Iron Maiden,3wFGRek61NIF330UwJCI52
Wasted Years,Iron Maiden,1HM7Vp84E4SMzdrZONg6bH
Breaking the Law,Judas Priest,2RaA6kIcvomt77qlIgGhCT
Painkiller,Judas Priest,0L7zm6afBEtrNKo6C6Gj08
You've Got Another Thing Comin',Judas Priest,4f3RDq9nYPBeR1yMSgnmBm
Electric Eye,Judas Priest,3w9zHVKI28aUPZTxq8oDC6
Living After Midnight,Judas Priest,0IXpUl1fn2QZcBavfuq0H4
Turbo Lover,Judas Priest,1i5yWGXgtFABa0czv2pbZH
Holy Wars... The Punishment Due,Megadeth,5LyRtsQLhcXmy50VXhQXXS
Symphony of Destruction,Megadeth,5mR858YsHYG761aUqZoGkD
Hangar 18,Megadeth,6b6uLZsoGhObYexIxnRbIb
Tornado of Souls,Megadeth,4E5xVW505akJX0wcKj8Mpd
Peace Sells,Megadeth,5a2hIQWInPjqkkFiUEgxoX
A Tout Le Monde,Megadeth,6olS0TmHmsGr0hXtcBsiVM
Raining Blood,Slayer,4fiOTntQKr24p07FvQDHZE
Angel of Death,Slayer,5ohfpKB5tt275f4Y4lQ9F7
South of Heaven,Slayer,3U9gogDStAfWxSm91PJuxb
Seasons in the Abyss,Slayer,3Ky8IzV8IVSwijtaTWB2SK
War Ensemble,Slayer,1E0yt5XSdjE9NOu897RilW
Down with the Sickness,Disturbed,40rvBMQizxkIqnjPdEWY1v
The Sound of Silence,Disturbed,1LY3GhF0zxIVgbYEQjCbUO
Indestructible,Disturbed,42ZVk59gT4tMlrZmd8Ijxf
Stricken,Disturbed,6RJdYpFQwLyNfDc5FbjkgV
Ten Thousand Fists,Disturbed,5hkgrWxkobGtg30I7DsfVu
Stupify,Disturbed,5IvKtrcNWBkvyW2yXZ2Y40
Freak on a Leash,Korn,6W21LNLz9Sw7sUSNWMSHRu
Falling Away from Me,Korn,2F6FfZ4w8z3eJpSxPotVO5
Blind,Korn,1pr9TZGOXeJUggIal1Wq3R
Coming Undone,Korn,3o7TMr6RmIusYH7Kkg7ujR
Got the Life,Korn,6nJPHXRpKYv2yqtalEjKy5
Twisted Transistor,Korn,05NpeTQWnzXS1d8ZqL4YFZ
One Step Closer,Linkin Park,3K4HG9evC7dg3N0R9cYqk4
Papercut,Linkin Park,1Vej0qeQ3ioKwpI6FUbRv1
Crawling,Linkin Park,57BrRMwf9LrcmuOsyGilwr
In the End,Linkin Park,60a0Rd6pjrkxjPbaKzXjfq
Faint,Linkin Park,4Yf5bqU3NK4kNOypcrLYwU
Given Up,Linkin Park,1fLlRApgzxWweF1JTf8yM5
Points of Authority,Linkin Park,5egqKwgK5r5rvGD1LrtR7J
Whole Lotta Love,Led Zeppelin,0hCB0YR03f6AmQaHbwWDe8
Immigrant Song,Led Zeppelin,78lgmZwycJ3nzsdgmPPGNx
Black Dog,Led Zeppelin,3qT4bUD1MaWpGrTwcvguhb
Kashmir,Led Zeppelin,6Vjk8MNXpQpi0F4BefdTyq
Rock and Roll,Led Zeppelin,4PRGxHpCpF2yoOHYKQIEwD
Smoke on the Water,Deep Purple,5MMnwYs0hIxkENRsbkWJ2G
Highway Star,Deep Purple,3uMmllZo1AfoEnVT4ENCD3
Burn,Deep Purple,1iW2ktyrQHNKZwFTvgP0Ta
Perfect Strangers,Deep Purple,2JhJOPGvtqMpj5RQC8cIYf
Space Truckin',Deep Purple,5S126DaCBZ8z6yh7B1Lszr
Welcome to the Jungle,Guns N' Roses,0G21yYKMZoHa30cYVi1iA8
Sweet Child O' Mine,Guns N' Roses,7snQQk1zcKl8gZ92AnueZW
Paradise City,Guns N' Roses,6eN1f9KNmiWEhpE2RhQqB5
Nightrain,Guns N' Roses,7CBFRsUz1pz1cS12soVhih
You Could Be Mine,Guns N' Roses,0dlTGl67UFWcKupzkxZYOn
Civil War,Guns N' Roses,6i4Qi1mJxXjqNIL9HfJhRs
Roots Bloody Roots,Sepultura,6ursmCnbc9oDRGa2yHKkoZ
Refuse/Resist,Sepultura,2OoS1aZFAFscH1cUiKlazH
Territory,Sepultura,0QRxtcxL31dRAeiUUuENPu
Ratamahatta,Sepultura,3Tg8JctqoeIwZ3Rue8BjaI
Schism,Tool,55mJleti2WfWEFNFcBduhc
Vicarious,Tool,65ShmiE5aLBdcIGr7tHX35
Forty Six & 2,Tool,6AioOohg4bQZFA4jIYQQ2r
The Pot,Tool,1lATXTBJDHwawvT1UfxWu3
Sober,Tool,6DyywdbmTzlmXBzG9ym7Rt
Nightmare,Avenged Sevenfold,4UEo1b0wWrtHMC8bVqPiH8
Hail to the King,Avenged Sevenfold,5anCkDvJ17aznvK5TED5uo
Bat Country,Avenged Sevenfold,3sHH7lklbfpcraDDvYnjo7
Afterlife,Avenged Sevenfold,7zAt4tdL44D3VuzsvM0N8n
Almost Easy,Avenged Sevenfold,0DkmhHO4yyqCJFjosmmWPU
I Stand Alone,Godsmack,44NRdYQw7P0GWuiunRv3hr
Awake,Godsmack,6xXlurslWqFuyqTCBlErzX
Voodoo,Godsmack,5uGsG0LfotfWDq6hql4h53
Keep Away,Godsmack,1lrwHbZhCXUhb7zI0VcIPA
Cryin' Like a Bitch,Godsmack,4a9i7rCLfPjbS1sNamZeQN
Wrong Side of Heaven,Five Finger Death Punch,11Ojp7JniVvwd0gmgvyKkd
The Bleeding,Five Finger Death Punch,6LRmV5GZUjKLgxi7lBWriQ
Bad Company,Five Finger Death Punch,1UWGkn34CD31VQfdi4D8Zp
Wash It All Away,Five Finger Death Punch,5nRBTzF9dLIlNqnl0xWo9g
Jekyll and Hyde,Five Finger Death Punch,6efSwlK3LOlWOeKK9xlUKF
Redneck,Lamb of God,1WZVnw0YWc7OLkVijEargx
Laid to Rest,Lamb of God,4VdQBhm4dnvBPgZfFNjSzH
Walk with Me in Hell,Lamb of God,0Aq5S8Did22z1YrpO7MJIG
512,Lamb of God,1WWq2DUV0UbO4XJda2usuv
Through Struggle,As I Lay Dying,0fmwyv8VP8Jh71e87oCHv1
Confined,As I Lay Dying,7eWuBTL35BSBBiIjWJk0KB
My Last Serenade,Killswitch Engage,2Ps4FrDiR6JcJfSZbXAPBz
The End of Heartache,Killswitch Engage,2nUy0ifVE7UwtOK4rugFsP
Holy Diver,Dio,54yLLvpezvPO1lA3GspiZj
Rainbow in the Dark,Dio,5qFxuUIAwJlzO60vqOiL7y
The Last in Line,Dio,5fIZDuxfuM4tANRHZ8Btju
We Rock,Dio,6qxi41lmbH35MT29bqlL4k
Crazy Train,Ozzy Osbourne,7ACxUo21jtTHzy7ZEV56vU
Mr. Crowley,Ozzy Osbourne,2ov8L95QD25TLpZAZPYWXL
Bark at the Moon,Ozzy Osbourne,2E7W1X4maFFcjHrVrFA7Vs
No More Tears,Ozzy Osbourne,7w6PJe5KBPyvuRYxFkPssC
Dreamer,Ozzy Osbourne,78PKCefXwDLbl4FVO1Pjzh
Would?,Alice in Chains,5sFDReWLrZHLFZFjHsjUTS
Man in the Box,Alice in Chains,6gZVQvQZOFpzIy3HblJ20F
Rooster,Alice in Chains,0wvIGFIgbyz4JNwQhZgTv2
Them Bones,Alice in Chains,4A065x9kJt955eGVqf813g
Spoonman,Soundgarden,1jMaB19DiVR8OihLSuYFOt
Black Hole Sun,Soundgarden,2EoOZnxNgtmZaD8uUmz2nD
Outshined,Soundgarden,4VwPsMcRt1HPVKIdcwY9Uj
Rusty Cage,Soundgarden,6hqIXyo6GxydAnoI8XeIrV
Smells Like Teen Spirit,Nirvana,4CeeEOM32jQcH3eN9Q2dGj
In Bloom,Nirvana,2mvffzYUJ9Ld9xhsF5DUjU
Lithium,Nirvana,5vHLwhxxlGzmClMcxRRFPr
Heart-Shaped Box,Nirvana,11LmqTE2naFULdEP94AUBa
Breed,Nirvana,3PyPpABRA2bTGhNwPd66H6
Even Flow,Pearl Jam,6QewNVIDKdSl8Y3ycuHIei
Alive,Pearl Jam,1L94M3KIu7QluZe63g64rv
Jeremy,Pearl Jam,62nQ8UZVqR2RMvkJHkcO2o
Black,Pearl Jam,5Xak5fmy089t0FYmh3VJiY
Everlong,Foo Fighters,5UWwZ5lm5PKu6eKsHAGxOk
The Pretender,Foo Fighters,7x8dCjCr0x6x2lXKujYD34
Best of You,Foo Fighters,5FZxsHWIvUsmSK1IAvm2pp
Monkey Wrench,Foo Fighters,44wXefe8WB9Fd6xwtmAwbR
All My Life,Foo Fighters,6tsojOQ5wHaIjKqIryLZK6
Square Hammer,Ghost,5TNhjanmvwvmjCz2WYwSAv
Cirice,Ghost,5j3iBuHq6vv7VcBo4Y2QrK
Dance Macabre,Ghost,4pIKFpwflOdhYNIRmPTj3E
Rats,Ghost,1WjcX541kITk0ACPf5K6Bp
Call Me Little Sunshine,Ghost,4xAmbn7xiy6wGOs4oaxv70
Pisces,Jinjer,5t8NXa2fugcTPsTfhVILmS
Teacher, Teacher!,Jinjer
Perennial,Jinjer,2eqFIWCNNKU94iFUvBCOMR
On the Top,Jinjer,69nWy17LLDqW5DcgDc37hq
Judgment (& Punishment),Jinjer,6CrjUrtl4s2fGErcFmNhHq
Bulls in the Bronx,Pierce The Veil,23UoI3jlFiWdo5jadUYo69
King for a Day,Pierce The Veil,1IT0WQk5J8NsaeII8ktdlZ
Can You Feel My Heart,Bring Me The Horizon,0WSa1sucoNRcEeULlZVQXj
Throne,Bring Me The Horizon,0M3adYbGtyRHACP86dey1H
Happy Song,Bring Me The Horizon,1yYE8EyuIV0rrvQ1bA2Fyf
Shadow Moses,Bring Me The Horizon,68osIGtVjM7QWVe6pazLHj
Mantra,Bring Me The Horizon,060RNnzoMay3wKJek1faPc
Teardrops,Bring Me The Horizon,3WATWS2Ywo5HeHtG0bE2iZ
Kingslayer,Bring Me The Horizon,7CAbF0By0Fpnbiu6Xn5ZF7
Dead Memories,Slipknot,7eRG7KNDIgjIk3nvykmhOT
Psychosocial,Slipknot,3RAFcUBrCNaboRXoP3S5t1
Sulfur,Slipknot,1ckta9xwbEcxLaGClreVRf
All Out Life,Slipknot,6vAQtUlYrzolE6SS9QCTs5
Master of Puppets,Metallica,2MuWTIM3b0YEAskbeeFE1i
Enter Sandman,Metallica,3DwQ7AH3xGD9h65ezslm6q
One,Metallica,02xhLoVqpGmOqvolgrwM8w
For Whom the Bell Tolls,Metallica,3LpHzQU2CZzZJGdUWV79SI
Seek & Destroy,Metallica,28WmNsclKsrVmdv3tDmoYU
The Unforgiven,Metallica,5lqyqPU3JkpCbUbLmTVQPW
Nothing Else Matters,Metallica,6QAsrXPnMSXIbV0yEJHlEX
Sad but True,Metallica,5ltXoDLlI0rFZAmOXbAp5T
Battery,Metallica,6UB9mShVLbMm0W4e6vud4C
Creeping Death,Metallica,4CLRLdxUDPNeO1xCW0U2zC
Blackened,Metallica,1odk70HBNbdk4wU0Ja9JR7
Fade to Black,Metallica,5nekfiTN45vlxG0eNJQQye
Harvester of Sorrow,Metallica,6qgYe6noMKsElSoPg9yS91
Wherever I May Roam,Metallica,3quYoE7KgIIaqVXPd7MpX0
Fuel,Metallica,6FUwPb4mGlUDbx42uspXaZ
Paranoid,Black Sabbath,3Jnxngdff0lVu2rza1GVx6
Iron Man,Black Sabbath,755bvJDSA3LNcNuFgBT9LK
War Pigs,Black Sabbath,6TYQRlRci6AkVrN9a5C7ne
Children of the Grave,Black Sabbath,0ElAcOj8tudMA6X6KZ7SMO
N.I.B.,Black Sabbath,3XclwoQxz4p6Dl7VUf90KW
Heaven and Hell,Black Sabbath,5qxN63QA4Hk1zgdLCsZFE2
Sabbath Bloody Sabbath,Black Sabbath,29KYPEsbcMcVKnd6iyu6Q5
The Trooper,Iron Maiden,4OROzZUy6gOWN4UGQVaZMF
The Number of the Beast,Iron Maiden,3nlGByvetDcS1uomAoiBmy
Run to the Hills,Iron Maiden,4Zc7TCHzuNwL0AFBlyLdyr
Fear of the Dark,Iron Maiden,6p8eFfPw3nQkf37aT3AkmK
Hallowed Be Thy Name,Iron Maiden,469rBLYJUZHMJLtq2Wch3h
Wasted Years,Iron Maiden,1HM7Vp84E4SMzdrZONg6bH
Aces High,Iron Maiden,3wFGRek61NIF330UwJCI52
Phantom of the Opera,Iron Maiden,14H2fE4WEdkEem0kjVeODT
Holy Wars... The Punishment Due,Megadeth,5LyRtsQLhcXmy50VXhQXXS
Symphony of Destruction,Megadeth,5mR858YsHYG761aUqZoGkD
Tornado of Souls,Megadeth,4E5xVW505akJX0wcKj8Mpd
Peace Sells,Megadeth,5a2hIQWInPjqkkFiUEgxoX
Hangar 18,Megadeth,6b6uLZsoGhObYexIxnRbIb
Raining Blood,Slayer,4fiOTntQKr24p07FvQDHZE
Angel of Death,Slayer,5ohfpKB5tt275f4Y4lQ9F7
South of Heaven,Slayer,3U9gogDStAfWxSm91PJuxb
War Ensemble,Slayer,1E0yt5XSdjE9NOu897RilW
Seasons in the Abyss,Slayer,3Ky8IzV8IVSwijtaTWB2SK
Painkiller,Judas Priest,0L7zm6afBEtrNKo6C6Gj08
Breaking the Law,Judas Priest,2RaA6kIcvomt77qlIgGhCT
Electric Eye,Judas Priest,3w9zHVKI28aUPZTxq8oDC6
Living After Midnight,Judas Priest,0IXpUl1fn2QZcBavfuq0H4
You've Got Another Thing Comin',Judas Priest,4f3RDq9nYPBeR1yMSgnmBm
Ace of Spades,Mot?rhead,
Overkill,Mot?rhead,
Iron Fist,Mot?rhead,
Walk,Pantera,7fcfNW0XxTWlwVlftzfDOR
Cowboys from Hell,Pantera,2SgbR6ttzoNlCRGQOKjrop
Cemetery Gates,Pantera,4vJr55lngvhSM8WIh9CjQc
5 Minutes Alone,Pantera,5SAEMjVQbmin3g7b0RG6me
I'm Broken,Pantera,2M5WTwqnkyz7bW6P1CiD6q
Domination,Pantera,769cLRTw2y6KRdkFWFkxtu
Chop Suey!,System of a Down,2DlHlPMa4M17kufBvI2lEN
Toxicity,System of a Down,0snQkGI5qnAmohLE7jTsTn
B.Y.O.B.,System of a Down,0EYOdF5FCkgOJJla8DI2Md
Aerials,System of a Down,4e9eGQYsOiBcftrWXwsVco
Sugar,System of a Down,7jDhsoXLKVsKi3fk3s4M4Z
Psychosocial,Slipknot,3RAFcUBrCNaboRXoP3S5t1
Duality,Slipknot,61mWefnWQOLf90gepjOCb3
Wait and Bleed,Slipknot,15DLl1r2zi07Ssq5RT1yT0
Before I Forget,Slipknot,6wqJeItl3Vc3az4ZicSQAB
Snuff,Slipknot,2vPZ4Lklyu75zBR3SgbFNI
Vermilion,Slipknot,0O7lENhqOySbsL743G7PqD
People = Shit,Slipknot,0Y2i84QWPFiFHQfEQDgHya
The Heretic Anthem,Slipknot,3OYZWMm5m2DEwq2Tc1ukTh
Schism,Tool,55mJleti2WfWEFNFcBduhc
The Pot,Tool,1lATXTBJDHwawvT1UfxWu3
Forty Six & 2,Tool,6AioOohg4bQZFA4jIYQQ2r
Lateralus,Tool,7tvuLLroI0n6uYBWuFig5d
Vicarious,Tool,65ShmiE5aLBdcIGr7tHX35
Stinkfist,Tool,0pwObEOHolQZSldJ2q1wpy
Prison Sex,Tool,6bBfqZW47dwndIfYQcB0VR
?nema,Tool,
In the End,Linkin Park,60a0Rd6pjrkxjPbaKzXjfq
Numb,Linkin Park,2nLtzopw4rPReszdYBJU6h
One Step Closer,Linkin Park,3K4HG9evC7dg3N0R9cYqk4
Crawling,Linkin Park,57BrRMwf9LrcmuOsyGilwr
Breaking the Habit,Linkin Park,3dxiWIBVJRlqh9xk144rf4
Papercut,Linkin Park,1Vej0qeQ3ioKwpI6FUbRv1
Faint,Linkin Park,4Yf5bqU3NK4kNOypcrLYwU
Du Hast,Rammstein,6XcoiOYiNbIxzpt8WRxq8Z
Sonne,Rammstein,3gVhsZtseYtY1fMuyYq06F
Deutschland,Rammstein,2bPGTMB5sFfFYQ2YvSmup0
Ich Will,Rammstein,3X0K6fII7VIwL1URPrp8Ko
Mein Herz Brennt,Rammstein,5ArNGisLzrNOIVwWajRRdt
Feuer Frei!,Rammstein,5aNH8inF5BsbThDeOLs7zs
Engel,Rammstein,5Zuboc3Cj9Ldnc8HyUnNUK
Holy Diver,Dio,54yLLvpezvPO1lA3GspiZj
Rainbow in the Dark,Dio,5qFxuUIAwJlzO60vqOiL7y
The Last in Line,Dio,5fIZDuxfuM4tANRHZ8Btju
Crazy Train,Ozzy Osbourne,7ACxUo21jtTHzy7ZEV56vU
Mr. Crowley,Ozzy Osbourne,2ov8L95QD25TLpZAZPYWXL
Bark at the Moon,Ozzy Osbourne,2E7W1X4maFFcjHrVrFA7Vs
No More Tears,Ozzy Osbourne,7w6PJe5KBPyvuRYxFkPssC
Mama I'm Coming Home,Ozzy Osbourne,0S3gpZzlT9Hb7CCSV2owX7
Flying High Again,Ozzy Osbourne,3VPcxdwwo9TcjAOYZa5ZrP
Over the Mountain,Ozzy Osbourne,0i1RTnH2Lj5gTDRU5wtyT2
Freak on a Leash,Korn,6W21LNLz9Sw7sUSNWMSHRu
Blind,Korn,1pr9TZGOXeJUggIal1Wq3R
Falling Away from Me,Korn,2F6FfZ4w8z3eJpSxPotVO5
Got the Life,Korn,6nJPHXRpKYv2yqtalEjKy5
Coming Undone,Korn,3o7TMr6RmIusYH7Kkg7ujR
Twisted Transistor,Korn,05NpeTQWnzXS1d8ZqL4YFZ
Down with the Sickness,Disturbed,40rvBMQizxkIqnjPdEWY1v
The Sound of Silence,Disturbed,1LY3GhF0zxIVgbYEQjCbUO
Stricken,Disturbed,6RJdYpFQwLyNfDc5FbjkgV
Indestructible,Disturbed,42ZVk59gT4tMlrZmd8Ijxf
Inside the Fire,Disturbed,5cxp9kjCFyJwzv3lzeX7ku
Ten Thousand Fists,Disturbed,5hkgrWxkobGtg30I7DsfVu
Nightmare,Avenged Sevenfold,4UEo1b0wWrtHMC8bVqPiH8
Hail to the King,Avenged Sevenfold,5anCkDvJ17aznvK5TED5uo
Afterlife,Avenged Sevenfold,7zAt4tdL44D3VuzsvM0N8n
Bat Country,Avenged Sevenfold,3sHH7lklbfpcraDDvYnjo7
A Little Piece of Heaven,Avenged Sevenfold,1BLfQ6dPXmuDrFmbdfW7Jl
Unholy Confessions,Avenged Sevenfold,78XFPcFYN8YFOHjtVwnPsl
Tears Don't Fall,Bullet for My Valentine,2UHsGTwOU7P3vFo6bQytlX
Your Betrayal,Bullet for My Valentine,25GC50HslaaruyrKjdu0lP
Waking the Demon,Bullet for My Valentine,1iK2QceoEmhjjYDOxOb8vt
Hearts Burst into Fire,Bullet for My Valentine,5Z1yKqoQXBXXjrbmUX0nWr
All These Things I Hate,Bullet for My Valentine,6hZkQjIQBY7HAj4nzLUvdx
My Curse,Killswitch Engage,6zKF4293k44ItKWJJgrhXv
The End of Heartache,Killswitch Engage,2nUy0ifVE7UwtOK4rugFsP
Holy Diver (Cover),Killswitch Engage,3VU48QlK21ltxRtXMb2JlI
In Due Time,Killswitch Engage,1HlOGL1p6wlpOZatJ2NwFk
Roots Bloody Roots,Sepultura,6ursmCnbc9oDRGa2yHKkoZ
Refuse/Resist,Sepultura,2OoS1aZFAFscH1cUiKlazH
Territory,Sepultura,0QRxtcxL31dRAeiUUuENPu
Ratamahatta,Sepultura,3Tg8JctqoeIwZ3Rue8BjaI
Dragula,Rob Zombie,6Nm8h73ycDG2saCnZV8poF
Superbeast,Rob Zombie,4eNnMvUrSu2TRpySjVC0Pv
Living Dead Girl,Rob Zombie,10V8XpuyMoEcSMfM79WDET
Thunder Kiss '65,White Zombie,4tvBoSWeIW0bjhKNre5mod
Flying Whales,Gojira,5OjCsHeByDYEGxMrb1z8KQ
Stranded,Gojira,60fUDmIWuKhngaeBIVhqIV
Silvera,Gojira,5uunXHE4kIW6uS4HWAXaOQ
L'Enfant Sauvage,Gojira,4PWxt9Fy949kUtkEi2GI5V
The Art of Dying,Gojira,7iMQChXFK33TS49QWhE4tt
Blood and Thunder,Mastodon,3jagGO7eHHuaD53ibehkux
The Motherload,Mastodon,6EF0xhfKtQNqUPz2mnE5BD
Oblivion,Mastodon,4Ynr1SPCeUI0W0YPeSFSIK
Curl of the Burl,Mastodon,6PPQEvj7UZ2hXM80Qo7gR1
Bleed,Meshuggah,3s7ClWpUeQH4B30r2N64Y2
Demiurge,Meshuggah,0uzioJOXr8vqADpxTFY9Hg
Rational Gaze,Meshuggah,16HajHv5P2p53fbUyti4e1
Square Hammer,Ghost,5TNhjanmvwvmjCz2WYwSAv
Cirice,Ghost,5j3iBuHq6vv7VcBo4Y2QrK
Rats,Ghost,1WjcX541kITk0ACPf5K6Bp
Mary on a Cross,Ghost,2wBnZdVWa5jVpvYRfGU7rP
Blackwater Park,Opeth,7IDQX9EUgMNQTgYcZSpO1d
Ghost of Perdition,Opeth,0ppdt8zRZOHIKh4ZDB0Zp9
The Drapery Falls,Opeth,1kLXoAje5Z4mlZOAFgZZj3
Windowpane,Opeth,4uJSCrI7r0usNJ3aaHAuC6
Deliverance,Opeth,4siXNiLG9VJR6Z2kP6fFjv
Bury Me in Smoke,Down,7JrezhyX4xgFQ644ibJWBO
